timestamp,value
"2020-01-09 09:15:00",2
"2020-01-09 09:40:00",1
"2020-01-09 10:00:00",1
"2020-01-09 13:00:00",1
"2020-01-09 13:10:00",1
"2020-01-09 15:20:00",1
"2020-01-09 15:40:00",1
"2020-01-09 15:55:00",1
"2020-01-09 16:15:00",2
"2020-01-09 16:30:00",2
"2020-01-09 16:55:00",1
"2020-01-09 17:30:00",1
"2020-01-09 19:10:00",1
"2020-01-09 20:35:00",1
"2020-01-09 22:50:00",1
"2020-01-09 23:35:00",1
"2020-01-09 23:50:00",1
"2020-01-10 01:55:00",1
"2020-01-10 02:15:00",1
"2020-01-10 03:20:00",1
"2020-01-10 05:05:00",1
"2020-01-10 07:00:00",1
"2020-01-10 07:55:00",1
"2020-01-10 08:55:00",2
"2020-01-10 09:00:00",2
"2020-01-10 13:20:00",1
"2020-01-10 15:30:00",1
"2020-01-10 15:35:00",2
"2020-01-10 19:00:00",1
"2020-01-10 19:10:00",1
"2020-01-10 19:45:00",1
"2020-01-10 20:00:00",1
"2020-01-10 22:50:00",1
"2020-01-10 22:55:00",1
"2020-01-10 23:05:00",1
"2020-01-10 23:25:00",1
"2020-01-11 01:10:00",1
"2020-01-11 01:15:00",1
"2020-01-11 01:30:00",1
"2020-01-11 01:55:00",1
"2020-01-11 02:25:00",1
"2020-01-11 02:45:00",1
"2020-01-11 03:20:00",1
"2020-01-11 08:30:00",1
"2020-01-11 13:15:00",1
"2020-01-11 13:20:00",1
"2020-01-11 13:25:00",1
"2020-01-11 14:20:00",1
"2020-01-11 20:40:00",1
"2020-01-11 23:20:00",1
"2020-01-11 23:35:00",1
"2020-01-11 23:55:00",1
"2020-01-12 00:15:00",1
"2020-01-12 05:05:00",1
"2020-01-12 14:30:00",1
"2020-01-12 17:30:00",1
"2020-01-13 01:40:00",1
"2020-01-13 02:00:00",1
"2020-01-13 04:15:00",1
"2020-01-13 04:35:00",1
"2020-01-13 04:45:00",1
"2020-01-13 08:05:00",1
"2020-01-13 08:25:00",2
"2020-01-13 08:35:00",1
"2020-01-13 11:25:00",1
"2020-01-13 12:30:00",1
"2020-01-13 15:45:00",1
"2020-01-13 19:00:00",1
"2020-01-13 19:05:00",2
"2020-01-13 19:20:00",1
"2020-01-13 20:00:00",1
"2020-01-13 21:05:00",1
"2020-01-13 21:45:00",1
"2020-01-13 21:50:00",1
"2020-01-13 22:30:00",1
"2020-01-14 00:00:00",1
"2020-01-14 00:35:00",1
"2020-01-14 01:05:00",1
"2020-01-14 01:55:00",1
"2020-01-14 02:10:00",1
"2020-01-14 06:30:00",1
"2020-01-14 07:05:00",1
"2020-01-14 07:55:00",1
"2020-01-14 09:00:00",2
"2020-01-14 10:20:00",3
"2020-01-14 10:50:00",1
"2020-01-14 11:05:00",1
"2020-01-14 12:20:00",1
"2020-01-14 13:35:00",1
"2020-01-14 13:45:00",1
"2020-01-14 14:10:00",1
"2020-01-14 14:20:00",1
"2020-01-14 14:55:00",1
"2020-01-14 15:15:00",1
"2020-01-14 16:30:00",1
"2020-01-14 16:45:00",1
"2020-01-14 16:55:00",1
"2020-01-14 22:00:00",1
"2020-01-15 01:10:00",1
"2020-01-15 01:30:00",1
"2020-01-15 01:35:00",1
"2020-01-15 02:10:00",1
"2020-01-15 02:40:00",2
"2020-01-15 04:20:00",1
"2020-01-15 08:05:00",1
"2020-01-15 08:10:00",1
